weekly_div,weekly_loy,weekly_reg,daily_div,daily_loy,daily_reg,age,gender,marital,education,working,OS1Class
0.987495037,0.520408163,0.987822412,0.906570016,0.346938776,0.943636467,34,Female,Divorced,College,Private Sector Employee,1
0.964986436,0.578947368,0.963325194,0.929368582,0.421052632,0.944166092,29,Male,Single,College,Self-Employed - Service,0
0.984239746,0.506329114,0.91182888,0.82600439,0.481012658,0.918658589,29,Male,Single,College,Public Servant,1
0.984653686,0.517857143,0.929707546,0.889551767,0.517857143,0.932726803,20,Male,Married,Primary School,Self-Employed - Manufacture,1
0.923200253,0.661764706,0.817575244,0.937699502,0.352941176,0.88092788,47,Male,Married,College,Private Sector Employee,1
0.928327592,0.65625,0.857857555,0.919961621,0.4375,0.703266428,48,Female,Married,High School,Private Sector Employee,0
0.969529378,0.537878788,0.973513296,0.873920564,0.5,0.898737381,66,Male,Married,College,Self-Employed - Service,1
0.97171043,0.555555556,0.824107801,0.952692494,0.333333333,0.858545509,48,Female,Married,College,Private Sector Employee,0
0.949825237,0.606741573,0.882058748,0.878683888,0.471910112,0.855421567,33,Male,Single,College,Private Sector Employee,1
0.93749817,0.617021277,0.780240746,0.907999591,0.446808511,0.91652156,44,Male,Married,College,Public Servant,0
0.972782969,0.564516129,0.900623004,0.912100243,0.435483871,0.942957887,36,Male,Married,College,Private Sector Employee,0
0.940224378,0.659574468,0.829568787,0.886845636,0.489361702,0.902316298,30,Female,Single,College,Private Sector Employee,0
0.947352009,0.604166667,0.861248744,0.9208843,0.416666667,0.930131636,29,Male,Single,College,Public Servant,1
0.974571349,0.612903226,0.864772648,0.930779702,0.451612903,0.9634862,34,Female,Single,College,Private Sector Employee,0
0.964339467,0.58490566,0.894718303,0.909871402,0.41509434,0.877974722,33,Male,Single,High School,Private Sector Employee,1
0.987376237,0.524590164,0.937982398,0.913598233,0.385245902,0.946997658,30,Male,Married,College,Private Sector Employee,1
0.985118867,0.509036145,0.914919308,0.948707468,0.243975904,0.933572173,40,Male,Married,College,Private Sector Employee,1
0.955833915,0.585365854,0.93777065,0.940704599,0.365853659,0.955515581,34,Male,Married,High School,Self-Employed - Retail,0
0.921026078,0.642857143,0.9015545,0.917242806,0.404761905,0.886838765,29,Female,Single,High School,Private Sector Employee,0
0.95169604,0.58490566,0.812477752,0.940758578,0.358490566,0.926175817,37,Male,Married,Master,Private Sector Employee,1
0.912757429,0.659574468,0.853411735,0.895359648,0.468085106,0.8594973,32,Female,Married,College,Private Sector Employee,0
0.913519777,0.682926829,0.917216408,0.906605423,0.536585366,0.948411036,26,Female,Single,College,Private Sector Employee,1
0.960389408,0.577777778,0.849280638,0.961634941,0.311111111,0.748538852,28,Male,Single,High School,Public Servant,1
0.943797107,0.621621622,0.981410531,0.953826757,0.364864865,0.87206205,30,Male,Single,College,Private Sector Employee,1
0.932569525,0.625,0.941676702,0.928221987,0.4,0.959951823,25,Female,Single,College,Private Sector Employee,1
0.946547127,0.583333333,0.833592004,0.886718827,0.479166667,0.92399867,41,Male,Married,High School,Public Servant,1
0.948003048,0.59375,0.933713412,0.899298317,0.385416667,0.963312361,31,Male,Married,College,Private Sector Employee,1
0.994798464,0.493150685,0.920074596,0.941697017,0.369863014,0.837057298,42,Male,Married,Middle School,Private Sector Employee,1
0.858305117,0.71875,0.895242675,0.924328736,0.4375,0.717763866,29,Male,Single,College,Private Sector Employee,0
0.9611204,0.548387097,0.969615285,0.908375997,0.387096774,0.918328491,39,Male,Married,College,Private Sector Employee,1
0.893345,0.736842105,0.961761768,0.916966698,0.447368421,0.936040036,60,Male,Married,High School,Non-Employed,1
0.941111219,0.654545455,0.910513848,0.906719845,0.436363636,0.826331924,37,Male,Married,College,Private Sector Employee,1
0.961182098,0.588235294,0.877875386,0.945103365,0.352941176,0.89514705,29,Male,Single,High School,Private Sector Employee,1
0.855953929,0.736842105,0.933768286,0.941789301,0.368421053,0.939097547,37,Male,Married,High School,Private Sector Employee,1
0.924488065,0.650793651,0.857821522,0.900512603,0.476190476,0.959018759,35,Male,Married,College,Private Sector Employee,1
0.893137303,0.685185185,0.946902715,0.949144996,0.314814815,0.939764665,26,Female,Single,College,Public Servant,1
0.827758447,0.772727273,0.826396817,0.9459346,0.363636364,0.549667059,28,Female,Married,College,Self-Employed - Service,1
0.956002712,0.621212121,0.957531535,0.937086954,0.378787879,0.953325592,27,Male,Single,College,Public Servant,1
0.987772801,0.519685039,0.982959193,0.927995794,0.322834646,0.96113896,44,Male,Single,Master,Private Sector Employee,1
0.989112743,0.513888889,0.656181338,0.92736859,0.347222222,0.535568009,32,Male,Married,College,Private Sector Employee,1
0.987587029,0.523809524,0.880905303,0.961813709,0.380952381,0.972023816,34,Male,Married,High School,Private Sector Employee,1
0.9368013,0.666666667,0.98702417,0.950068233,0.317460317,0.905825007,26,Male,Single,Master,Private Sector Employee,1
0.923502024,0.606060606,0.963218611,0.957120261,0.363636364,0.950401023,43,Female,Single,College,Public Servant,1
0.964895974,0.571428571,0.904828977,0.936378368,0.392857143,0.902946156,44,Male,Married,College,Private Sector Employee,1
0.871840486,0.725490196,0.91395386,0.943291712,0.411764706,0.909833274,27,Male,Married,High School,Private Sector Employee,1
0.992418417,0.495726496,0.992850579,0.885119318,0.367521368,0.959898746,47,Female,Divorced,College,Private Sector Employee,1
0.973430188,0.611940299,0.898280937,0.947732548,0.343283582,0.870513771,27,Female,Single,College,Private Sector Employee,1
0.975679076,0.569620253,0.887705703,0.917089826,0.329113924,0.875627221,26,Male,Single,College,Self-Employed - Retail,0
0.895401168,0.671641791,0.867569873,0.899867102,0.432835821,0.796045482,28,Female,Married,Middle School,Private Sector Employee,1
0.965863096,0.565789474,0.811107676,0.881385856,0.526315789,0.959743804,28,Male,Single,High School,Private Sector Employee,1
0.963672534,0.594594595,0.988383169,0.877145014,0.5,0.911462552,27,Male,Single,College,Public Servant,1
0.969057258,0.575,0.94669937,0.896107299,0.425,0.644225023,49,Female,Married,College,Public Servant,1
0.990990106,0.505747126,0.772119705,0.877133826,0.459770115,0.926231945,40,Male,Married,Primary School,Public Servant,1
0.970447352,0.576923077,0.965398048,0.921859734,0.384615385,0.966173479,31,Male,Married,College,Private Sector Employee,1
0.982116026,0.525641026,0.898701453,0.936974603,0.384615385,0.918398767,46,Female,Married,College,Private Sector Employee,1
0.972135475,0.571428571,0.945348514,0.923298067,0.323809524,0.9253241,36,Male,Married,PHD,Public Servant,1
0.990572902,0.511278195,0.915021171,0.932247804,0.398496241,0.983132338,33,Male,Married,College,Private Sector Employee,1
0.919036886,0.769230769,0.867346167,0.95752614,0.461538462,0.897589975,25,Male,Single,High School,Private Sector Employee,0
0.958091207,0.575,0.934662043,0.901509741,0.475,0.856143678,25,Male,Single,High School,Private Sector Employee,1
0.949444871,0.619047619,0.900741884,0.963191578,0.428571429,0.595764456,31,Male,Married,College,Public Servant,0
0.942631204,0.75,0.822387768,0.935334027,0.666666667,0.759903354,48,Female,Married,College,Housewife,0
0.90748991,0.9,0.354423538,0.88297866,0.95,0.938332075,45,Male,Married,High School,Private Sector Employee,0
0.974497831,0.565217391,0.680744532,0.967534982,0.391304348,0.805288493,31,Female,Married,High School,Private Sector Employee,1
0.899484125,0.655172414,0.856363289,0.922603737,0.482758621,0.833817105,24,Male,Single,College,Public Servant,1
0.984416624,0.507462687,0.997404609,0.87689802,0.462686567,0.978060978,32,Male,Single,High School,Private Sector Employee,0
0.96884305,0.553191489,0.678784226,0.925195959,0.446808511,0.946214104,58,Male,Married,High School,Private Sector Employee,1
0.953716704,0.625,0.889230003,0.918098555,0.46875,0.966687936,29,Female,Married,High School,Private Sector Employee,0
0.920857718,0.633333333,0.97412793,0.905548011,0.5,0.864539755,47,Male,Married,High School,Self-Employed - Service,1
0.871783854,0.72,0.91994721,0.894432001,0.52,0.75024138,46,Male,Married,College,Public Servant,1
0.886694392,0.736842105,0.891694557,0.918101758,0.526315789,0.95271979,38,Male,Married,College,Private Sector Employee,0
0.975356858,0.538461538,0.774956782,0.861407268,0.480769231,0.922312181,28,Female,Single,College,Private Sector Employee,0
0.898788982,0.7,0.870492664,0.933465648,0.5,0.823186778,27,Male,Married,High School,Self-Employed - Service,1
0.955232728,0.647058824,0.838812216,0.943268022,0.470588235,0.890449195,26,Female,Single,College,Private Sector Employee,0
0.906787692,0.666666667,0.831856831,0.892994005,0.518518519,0.932516665,28,Male,Married,High School,Private Sector Employee,0
0.828491525,0.769230769,0.90383422,0.947947919,0.615384615,0.96161963,30,Male,Married,Primary School,Private Sector Employee,0
0.976721817,0.534883721,0.966154367,0.91908344,0.418604651,0.92383356,30,Male,Single,High School,Private Sector Employee,1
0.978928343,0.611111111,0.255172749,0.925258265,0.555555556,0.681317406,29,Male,Single,College,Public Servant,0
0.951702191,0.59375,0.916044105,0.953804483,0.375,0.911128641,36,Male,Married,High School,Private Sector Employee,1
0.862874957,0.696629213,0.944875647,0.873169246,0.483146067,0.96562189,37,Male,Married,College,Private Sector Employee,1
0.928878631,0.655172414,0.857081764,0.942171453,0.413793103,0.786746643,32,Female,Single,High School,Public Servant,1
0.922564093,0.741935484,0.817132196,0.946092122,0.35483871,0.958960138,46,Male,Married,Primary School,Public Servant,0
0.853280725,0.65,0.686733841,0.939794001,0.5,0.922440914,32,Male,Married,College,Public Servant,0
0.932935088,0.692307692,0.777320568,0.954908028,0.538461538,0.67208916,34,Male,Married,High School,Private Sector Employee,1
0.871522822,0.690909091,0.956210309,0.9344557,0.436363636,0.980590851,57,Male,Married,College,Private Sector Employee,1
0.959639417,0.59375,0.875612636,0.971606064,0.28125,0.872511657,37,Female,Married,College,Private Sector Employee,0
0.9695497,0.552631579,0.918342111,0.950967683,0.368421053,0.84803294,38,Female,Divorced,College,Private Sector Employee,1
0.967991317,0.568181818,0.836428003,0.945430126,0.409090909,0.88500751,39,Female,Single,College,Public Servant,0
0.932597132,0.657142857,0.960365701,0.905253272,0.514285714,0.960948333,29,Female,Married,College,Private Sector Employee,1
0.825011211,0.916666667,0.413660532,0.917209722,0.583333333,0.287650091,61,Female,Married,College,Private Sector Employee,0
0.905650609,0.647058824,0.84354017,0.890299284,0.588235294,0.897120355,28,Male,Married,College,Private Sector Employee,0
0.983566567,0.588235294,0.705455891,0.955807304,0.470588235,0.861002837,43,Male,Married,High School,Private Sector Employee,1
0.987171074,0.523489933,0.924053122,0.924905738,0.348993289,0.881796057,46,Male,Married,College,Private Sector Employee,1
0.964749483,0.571428571,0.806381603,0.930341041,0.5,0.939152784,23,Male,Married,College,Public Servant,1
0.928528729,0.733333333,0.80812855,0.608535066,0.8,0.897349775,29,Male,Single,College,Private Sector Employee,1
0.936640283,0.619047619,0.726925678,0.973582598,0.380952381,0.913772931,24,Male,Single,Middle School,Private Sector Employee,1
0.953567422,0.577777778,0.844391619,0.922005324,0.422222222,0.887461797,38,Male,Married,High School,Private Sector Employee,0
0.83471906,0.8,0.816605665,0.873471494,0.6,0.931453324,55,Male,Married,High School,Private Sector Employee,0
0.994285463,0.571428571,0.692227443,0.908239934,0.619047619,0.730532156,30,Male,Single,College,Public Servant,0
0.916556059,0.652173913,0.306798011,0.942479601,0.434782609,0.222909755,55,Male,Married,Master,Public Servant,0
0.926928398,0.625,0.733791456,0.909072334,0.625,0.733007767,40,Male,Single,Middle School,Private Sector Employee,0
0.975503759,0.571428571,0.814444593,0.946052614,0.476190476,0.958303394,28,Male,Single,College,Public Servant,1
0.921747681,0.68,0.841723573,0.941261528,0.4,0.716494632,48,Female,Married,College,Private Sector Employee,0
0.889884533,0.866666667,0.893402104,0.929966032,0.6,0.950478506,49,Male,Married,College,Private Sector Employee,0
0.964602339,0.593220339,0.814338737,0.889162645,0.423728814,0.827639204,29,Male,Married,High School,Private Sector Employee,1
0.967488765,0.7,0.787344219,0.948813115,0.5,0.819555968,29,Male,Single,College,Private Sector Employee,0
0.912206633,0.818181818,0.342284715,0.971325691,0.545454545,0.241684377,25,Male,Single,Middle School,Private Sector Employee,0
0.937181782,0.666666667,0.899725274,0.880866746,0.666666667,0.973419048,24,Female,Single,High School,Private Sector Employee,1
0.985924772,0.666666667,0.84029025,0.929966032,0.6,0.952670364,28,Male,Single,High School,Private Sector Employee,0
0.894209155,0.842105263,0.944191986,0.937195679,0.526315789,0.931539261,33,Male,Married,High School,Self-Employed - Manufacture,0
0.868100365,0.736842105,0.8058348,0.969646891,0.421052632,0.826324642,32,Male,Single,Master,Self-Employed - Service,0
0.889652159,0.697674419,0.964519798,0.944830892,0.395348837,0.937302481,29,Female,Single,College,Public Servant,0
0.935781929,0.705882353,0.931668101,0.862295947,0.705882353,0.960948536,29,Male,Single,High School,Private Sector Employee,1
0.92926213,0.727272727,0.907990537,0.953883977,0.454545455,0.915949188,34,Male,Single,College,Public Servant,1
0.675458696,0.857142857,0.882892692,0.976084838,0.333333333,0.73046619,39,Male,Married,High School,Private Sector Employee,0
0.924867158,0.636363636,0.971367529,0.938659144,0.393939394,0.920955283,34,Female,Married,College,Private Sector Employee,0
0.934359295,0.64516129,0.990165029,0.935885279,0.419354839,0.979385722,39,Male,Married,High School,Public Servant,1
0.956650472,0.666666667,0.762312923,0.975176744,0.4,0.575372991,25,Male,Married,High School,Private Sector Employee,1
0.939838439,0.642857143,0.743903891,0.931335926,0.464285714,0.240270969,26,Female,Married,High School,Private Sector Employee,1
0.953066446,0.578947368,0.263243267,0.94363773,0.684210526,0.296375399,43,Male,Married,High School,Private Sector Employee,0
0.95918291,0.586206897,0.981120745,0.891922492,0.482758621,0.973740982,35,Male,Married,Primary School,Public Servant,0
0.917443205,0.631578947,0.818053397,0.957686692,0.473684211,0.941366327,29,Male,Single,High School,Public Servant,0
0.94112773,0.625,0.797452208,0.920773878,0.458333333,0.75835579,31,Male,Married,High School,Private Sector Employee,0
0.947353968,0.769230769,0.934812914,0.906431509,0.615384615,0.942107386,57,Male,Married,College,Retiree & Non-Employed,0
0.926992413,0.75,0.815839597,0.978837914,0.416666667,0.587249705,33,Male,Married,High School,Private Sector Employee,1
0.884210318,0.68,0.772637866,0.92553919,0.48,0.937708662,27,Male,Married,High School,Private Sector Employee,0
0.925633917,0.8,0.858483486,0.935267263,0.533333333,0.669798692,59,Male,Married,Primary School,Retiree & Non-Employed,0
0.954644448,0.642857143,0.745433558,0.958744661,0.5,0.645245153,39,Male,Married,College,Private Sector Employee,0
0.916322924,0.625,0.956254131,0.88975424,0.4625,0.969541487,33,Male,Married,College,Private Sector Employee,1
0.977014571,0.530434783,0.966521499,0.888704934,0.417391304,0.976964191,34,Female,Married,College,Private Sector Employee,1
0.899208522,0.6875,0.778617327,0.94260651,0.5625,0.690163544,43,Male,Married,Primary School,Private Sector Employee,0
0.911196178,0.705882353,0.879350892,0.969174585,0.411764706,0.786040228,37,Male,Married,Primary School,Private Sector Employee,0
0.95858511,0.596153846,0.861767657,0.898772259,0.557692308,0.943690929,36,Female,Married,High School,Private Sector Employee,1
0.931810411,0.7,0.955927779,0.949341997,0.45,0.875618561,28,Male,Single,College,Private Sector Employee,0
0.947831342,0.614457831,0.871315475,0.911113028,0.313253012,0.93226093,31,Male,Single,College,Public Servant,1
0.96898906,0.631578947,0.848347161,0.937195679,0.526315789,0.951849696,24,Female,Single,College,Private Sector Employee,1
0.952732655,0.574468085,0.97505764,0.560082635,0.765957447,0.928276853,33,Male,Single,College,Private Sector Employee,1
0.860593433,0.75,0.818575681,0.941176398,0.5625,0.687857031,43,Female,Divorced,Primary School,Retiree & Non-Employed,0
0.901412976,0.69047619,0.865901933,0.922136138,0.428571429,0.957257427,47,Male,Married,Middle School,Private Sector Employee,1
0.920964883,0.65,0.929095023,0.958534811,0.45,0.961643324,31,Male,Single,High School,Private Sector Employee,1
0.862633595,0.695652174,0.91135095,0.918468091,0.434782609,0.904412771,29,Male,Married,Primary School,Private Sector Employee,1
0.943858684,0.596491228,0.913578552,0.971662429,0.298245614,0.870464772,29,Male,Single,College,Self-Employed - Manufacture,1
0.93174858,0.666666667,0.964647548,0.973678682,0.375,0.86109803,51,Male,Divorced,High School,Private Sector Employee,1
0.915769312,0.636363636,0.931152248,0.933962569,0.454545455,0.896811027,31,Male,Married,Primary School,Private Sector Employee,1
0.965017959,0.583333333,0.99485516,0.930839478,0.5,0.939239701,32,Male,Single,College,Private Sector Employee,0
0.968632254,0.538461538,0.672890166,0.954908028,0.538461538,0.67208916,28,Male,Single,High School,Private Sector Employee,0
0.864522172,0.725,0.8773348,0.92134184,0.425,0.907563837,24,Female,Single,High School,Private Sector Employee,0
0.919720789,0.722222222,0.947147702,0.916666667,0.611111111,0.945679241,27,Male,Single,High School,Self-Employed - Retail,1
0.955678368,0.571428571,0.898853569,0.914289363,0.5,0.933482171,33,Male,Divorced,College,Private Sector Employee,0
0.975683525,0.547445255,0.904886102,0.900065633,0.401459854,0.866117511,37,Female,Married,College,Public Servant,1
0.83471906,0.8,0.846086155,0.934307308,0.5,0.879517402,58,Male,Married,High School,Retiree & Non-Employed,0
0.927980475,0.714285714,0.978597807,0.922653609,0.428571429,0.934706454,64,Female,Married,High School,Retiree & Non-Employed,1
0.922881647,0.628571429,0.781080461,0.958674316,0.371428571,0.953120584,35,Female,Married,High School,Private Sector Employee,0
0.925495163,0.65,0.971738529,0.911293071,0.34,0.936332711,35,Male,Married,Master,Private Sector Employee,1
0.935524532,0.666666667,0.90401837,0.972765278,0.5,0.926713814,23,Male,Single,High School,Private Sector Employee,1
0.962247,0.555555556,0.920152112,0.929100579,0.611111111,0.800072124,32,Male,Single,College,Private Sector Employee,0
0.942631204,0.75,0.823203276,0.935334027,0.666666667,0.925414034,33,Male,Married,High School,Private Sector Employee,0
0.91016631,0.714285714,0.788218574,0.975754697,0.428571429,0.595575442,26,Male,Married,Middle School,Private Sector Employee,0
0.953066446,0.578947368,0.263243267,0.890113233,0.684210526,0.775815644,26,Male,Single,High School,Self-Employed - Service,1
0.934515483,0.615384615,0.928917679,0.975006431,0.461538462,0.970746763,39,Female,Married,College,Private Sector Employee,0
0.754029455,0.833333333,0.820024809,0.882050236,0.5,0.804536261,38,Male,Married,Primary School,Private Sector Employee,1
0.937429333,0.7,0.845948312,0.915566498,0.55,0.981620495,36,Male,Single,College,Private Sector Employee,0
0.891535242,0.708333333,0.777247678,0.960293675,0.375,0.793681029,31,Female,Married,High School,Private Sector Employee,0
0.915922386,0.647887324,0.953532074,0.951058577,0.323943662,0.966965896,27,Male,Single,High School,Private Sector Employee,1
0.944334235,0.666666667,0.291876332,0.820440047,0.722222222,0.766117262,32,Female,Married,High School,Private Sector Employee,0
0.983369365,0.523809524,0.835401081,0.965002039,0.476190476,0.806366561,37,Female,Divorced,High School,Housewife,0
0.804346136,0.818181818,0.416891709,0.960955793,0.727272727,0.780018671,46,Female,Single,High School,Private Sector Employee,0
0.915137542,0.733333333,0.325986709,0.960629316,0.466666667,0.223065921,37,Female,Married,High School,Private Sector Employee,0
0.968130014,0.818181818,0.948049771,0.94876951,0.636363636,0.896996106,30,Female,Married,College,Public Servant,0
0.931646289,0.8,0.847983682,0.917411011,0.48,0.788453116,30,Male,Married,Primary School,Private Sector Employee,0
0.799578922,0.866666667,0.975937272,0.948362793,0.533333333,0.966925242,40,Male,Married,Middle School,Public Servant,1
0.932309054,0.615384615,0.892147248,0.932991983,0.41025641,0.892342431,50,Male,Married,High School,Public Servant,0
0.943875832,0.631578947,0.738085608,0.938947431,0.473684211,0.829131289,61,Male,Married,Primary School,Retiree & Non-Employed,1
0.915538508,0.833333333,0.867879749,0.951796181,0.583333333,0.703407081,36,Male,Married,College,Private Sector Employee,0
0.8847744,0.695652174,0.338390849,0.949005354,0.369565217,0.900970493,31,Male,Married,College,Private Sector Employee,1
0.894124431,0.75,0.808023913,0.961955575,0.4375,0.601343739,32,Male,Married,High School,Private Sector Employee,0
0.965873985,0.594594595,0.886959304,0.895284129,0.513513514,0.730476287,25,Male,Single,High School,Private Sector Employee,1
0.934656114,0.612903226,0.724229507,0.95058804,0.35483871,0.644209355,49,Male,Married,High School,Retiree & Non-Employed,1
0.966542438,0.555555556,0.833026552,0.954465273,0.37037037,0.789558538,34,Male,Married,College,Public Servant,0
0.969987031,0.615384615,0.725590658,0.932935088,0.692307692,0.782182572,39,Male,Married,College,Private Sector Employee,0
0.949819034,0.594594595,0.925428196,0.920666904,0.513513514,0.973622382,27,Male,Married,Middle School,Private Sector Employee,0
0.979278194,0.55,0.784163047,0.920484751,0.475,0.919780832,33,Male,Married,Primary School,Private Sector Employee,1
0.875760934,0.785714286,0.936863173,0.974110895,0.428571429,0.861016389,25,Male,Single,High School,Private Sector Employee,0
0.975348472,0.538461538,0.673177839,0.946789947,0.423076923,0.590322354,36,Male,Married,College,Public Servant,1
0.987355455,0.515151515,0.834463479,0.959597617,0.363636364,0.972026591,29,Male,Married,College,Public Servant,0
0.953962512,0.65,0.893818501,0.928431812,0.55,0.82173286,58,Male,Married,Primary School,Retiree & Non-Employed,1
0.909578951,0.708333333,0.944464377,0.936743928,0.458333333,0.852685003,35,Male,Married,High School,Private Sector Employee,0
0.835114321,0.772727273,0.838412474,0.937524058,0.5,0.817786878,41,Male,Single,High School,Private Sector Employee,1
0.978990011,0.548387097,0.983521779,0.93573234,0.419354839,0.888851033,34,Male,Married,College,Self-Employed - Service,1
0.825951398,0.826086957,0.90567656,0.952434315,0.434782609,0.835578064,29,Male,Married,High School,Private Sector Employee,1
0.952993389,0.538461538,0.87441824,0.925171532,0.41025641,0.885433858,26,Male,Single,High School,Private Sector Employee,1
0.949364569,0.576923077,0.782767473,0.922911963,0.442307692,0.782394289,23,Male,Single,College,Private Sector Employee,1
0.849263376,0.75,0.896425915,0.97188847,0.35,0.892087401,25,Female,Married,College,Public Servant,0
0.980934952,0.551282051,0.678281023,0.901698712,0.41025641,0.886220007,32,Female,Single,College,Private Sector Employee,1
0.971809059,0.55,0.681696622,0.956427337,0.45,0.752491837,28,Male,Single,High School,Private Sector Employee,0
0.856190401,0.740740741,0.951599922,0.946909739,0.37037037,0.908312936,42,Male,Married,College,Private Sector Employee,0
0.918237844,0.6875,0.908479616,0.90806369,0.8125,0.967097367,28,Female,Married,College,Private Sector Employee,0
0.877424903,0.727272727,0.851729224,0.960325196,0.409090909,0.908502513,34,Male,Married,High School,Private Sector Employee,1
0.975282193,0.516129032,0.755851601,0.940402754,0.451612903,0.91171672,35,Male,Married,Middle School,Private Sector Employee,0
0.957715878,0.638888889,0.860778437,0.90957285,0.5,0.928843742,62,Male,Married,High School,Retiree & Private Sector Employee,1
0.959885635,0.566666667,0.905238936,0.962427874,0.4,0.928819385,30,Female,Single,College,Private Sector Employee,1
0.970156138,0.568181818,0.908368567,0.898958036,0.431818182,0.94226503,40,Male,Married,College,Private Sector Employee,1
0.941567715,0.619047619,0.847968045,0.928913651,0.523809524,0.780091952,50,Female,Married,Primary School,Private Sector Employee,1
0.797289727,0.8,0.805937065,0.931346085,0.5,0.940620117,29,Male,Married,High School,Private Sector Employee,0
0.923045741,0.694444444,0.78007208,0.920012349,0.444444444,0.876315815,23,Male,Single,High School,Private Sector Employee,0
0.889436257,0.739130435,0.896882974,0.954428814,0.47826087,0.832996218,21,Female,Single,College,Private Sector Employee,0
0.773330302,0.842105263,0.86248704,0.979392506,0.315789474,0.869743427,26,Male,Single,College,Public Servant,0
0.96606022,0.575,0.981870474,0.934050141,0.375,0.981095163,23,Male,Single,College,Private Sector Employee,1
0.959831789,0.6,0.888662118,0.90895298,0.45,0.845662053,31,Male,Single,Middle School,Private Sector Employee,0
0.940902075,0.65,0.75080063,0.939794001,0.5,0.84759416,33,Female,Single,College,Public Servant,0
0.937554709,0.625,0.946598454,0.954809894,0.34375,0.888686471,48,Female,Married,High School,Public Servant,1
0.920964883,0.65,0.89022766,0.965913433,0.45,0.891229843,44,Male,Married,High School,Private Sector Employee,1
0.954644448,0.642857143,0.747394497,0.930688286,0.571428571,0.864552835,40,Male,Married,High School,Public Servant,1
0.92478021,0.692307692,0.782380374,0.871073189,0.615384615,0.713162837,36,Male,Married,High School,Public Servant,1
0.988176006,0.515151515,0.847515227,0.973513282,0.272727273,0.866696671,29,Male,Single,College,Private Sector Employee,1
0.950674058,0.620689655,0.920805244,0.960296452,0.310344828,0.897383956,44,Male,Married,High School,Private Sector Employee,1
0.950548355,0.606060606,0.704547429,0.903937594,0.545454545,0.677188778,34,Female,Married,High School,Private Sector Employee,1
0.787222605,0.769230769,0.778044309,0.975006431,0.461538462,0.618840252,31,Male,Married,Middle School,Private Sector Employee,0
0.937429333,0.7,0.783303105,0.8877038,0.6,0.893674,35,Male,Married,College,Private Sector Employee,0
0.954644448,0.642857143,0.747430984,0.976687464,0.428571429,0.737125116,31,Female,Single,College,Private Sector Employee,0
0.971849545,0.733333333,0.868058458,0.960629316,0.466666667,0.824899129,36,Male,Married,College,Public Servant,0
0.98295249,0.534883721,0.670892289,0.925525692,0.395348837,0.56921615,23,Female,Married,High School,Private Sector Employee,0
0.955907467,0.62745098,0.906161582,0.939591299,0.333333333,0.846342036,39,Male,Married,High School,Private Sector Employee,1
0.875966162,0.708333333,0.968511376,0.943293724,0.416666667,0.844199153,27,Male,Single,Middle School,Private Sector Employee,0
0.920239072,0.714285714,0.951301612,0.929483486,0.642857143,0.924234564,32,Male,Married,Middle School,Private Sector Employee,1
0.878427702,0.730769231,0.867118247,0.956667167,0.384615385,0.941913377,48,Male,Married,Primary School,Private Sector Employee,1
0.925964036,0.722222222,0.803506622,0.962440978,0.444444444,0.606266171,47,Male,Married,Primary School,Private Sector Employee,0
0.964162936,0.59375,0.905557942,0.928054458,0.4375,0.963608782,36,Male,Married,Middle School,Private Sector Employee,1
0.990592089,0.506024096,0.936109,0.970867747,0.289156627,0.828099493,35,Male,Single,College,Private Sector Employee,1
0.966642645,0.575757576,0.699089426,0.861566216,0.636363636,0.735966607,52,Male,Married,Middle School,Private Sector Employee,1
0.9030606,0.702702703,0.955527876,0.90281975,0.486486486,0.828360979,43,Female,Married,College,Public Servant,1
0.872816378,0.730769231,0.957556065,0.904779929,0.5,0.881093502,37,Male,Married,High School,Private Sector Employee,1
0.851761838,0.740740741,0.827167197,0.937191444,0.5,0.967845678,53,Male,Married,High School,Public Servant,1
0.941696453,0.714285714,0.951653264,0.935910535,0.476190476,0.801154438,48,Male,Married,High School,Private Sector Employee,0
0.87671308,0.789473684,0.362447196,0.903356874,0.631578947,0.739272897,29,Male,Married,College,Public Servant,0
0.860964047,0.9,0.855378086,0.984858662,0.4,0.752281147,26,Female,Single,College,Private Sector Employee,0
0.919720789,0.722222222,0.80150382,0.949816323,0.5,0.920884889,30,Male,Married,College,Private Sector Employee,0
0.963824702,0.575,0.69922699,0.947822056,0.4,0.925811332,36,Male,Married,High School,Private Sector Employee,0
0.943536131,0.666666667,0.904917115,0.928913651,0.523809524,0.926317378,27,Male,Single,College,Private Sector Employee,0
0.894654665,0.818181818,0.869733309,0.927605357,0.5,0.912704569,41,Female,Married,Primary School,Private Sector Employee,0
0.965282052,0.563636364,0.888815251,0.944434952,0.345454545,0.937593759,30,Female,Married,College,Public Servant,1
0.912206633,0.818181818,0.342284715,0.973214633,0.545454545,0.678030261,34,Male,Single,High School,Private Sector Employee,0
0.945671058,0.684210526,0.726336059,0.950048982,0.473684211,0.903951099,26,Male,Single,College,Private Sector Employee,1
0.946072147,0.62962963,0.988854341,0.906798678,0.592592593,0.924927457,26,Male,Single,College,Public Servant,0
0.875556608,0.740740741,0.897440281,0.8974957,0.518518519,0.859030501,25,Male,Single,High School,Private Sector Employee,1
0.955719833,0.620967742,0.857329198,0.876184619,0.475806452,0.916595328,39,Male,Married,College,Private Sector Employee,1
0.958018431,0.612903226,0.870202455,0.866537246,0.505376344,0.952806273,34,Male,Married,College,Self-Employed - Service,1
